ascat_1,ascat_2,ascat_3,date,nic_1,nic_2,nic_3,oscat_1,oscat_2,oscat_3,qscat_1,qscat_2,qscat_3,size_1,size_2
0,0,0,2002030,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002031,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002032,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002033,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002034,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002035,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002036,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002037,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002038,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002039,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002040,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002041,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002042,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002043,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002044,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002045,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002046,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002047,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002048,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002049,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002050,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002051,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002052,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002053,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002054,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002055,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002056,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002057,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002058,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002059,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002060,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002061,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002062,-67.9,147.3,1,0,0,0,-67.9685,147.3554,1,15,11
0,0,0,2002063,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002064,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002065,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002066,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002067,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002068,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002069,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
